fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
VISUND,Reservoir ,"Visund produces oil and gas from sandstone of Late Triassic and Early Jurassic age in the Lunde Formation and Statfjord Group, and of Middle Jurassic age in the Brent Group. The reservoirs are in several tilted fault blocks with varying pressure and liquid systems. The reservoirs lie at a depth of 2,900-3,000 metres. Reservoir quality is generally good in the main reservoirs.",43745,16.03.2018,17.02.2021
VISUND,Recovery ,Recovery strategy varies between the reservoirs at Visund. Oil in the Brent reservoirs is mainly produced by pressure maintenance from gas and water injection. The Statfjord reservoirs are partly produced by pressure depletion. Increased gas export since 2015 has reduced gas available for injection and reduced reservoir pressure in parts of the field.,43745,16.03.2018,17.02.2021
VISUND,Transport ,"The oil is transported by pipeline to the Gullfaks A facility for storage and export via tankers. Gas is exported through the Kvitebjørn Gas Pipeline and on to the Kollsnes terminal, where the NGL is separated and the dry gas is further exported to the market.",43745,16.03.2018,17.02.2021
VISUND,Status ,"The strategy for the Visund field is to maintain reservoir pressure within drilling limits and optimise oil recovery, while increasing gas exports. New production wells are being drilled continuously, some with exploration pilots. A new oil discovery was made on the east flank of Visund in 2019.",43745,26.02.2020,17.02.2021
VISUND SØR,Development ,"Visund Sør is a field in the northern part of the North Sea, 10 kilometres northeast of the Gullfaks C platform. The water depth is 290 metres. Visund Sør was discovered in 2008, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a subsea template tied to Gullfaks C. Production started in 2012.",20461008,18.02.2020,17.02.2021
VISUND SØR,Reservoir ,"Visund Sør produces oil and gas from Middle Jurassic sandstone in the Brent Group. The reservoir depth is 2,800-2,900 metres.",20461008,16.03.2018,17.02.2021
VISUND SØR,Recovery ,The field is produced by pressure depletion.,20461008,16.03.2018,17.02.2021
VISUND SØR,Transport ,The well stream is transported to Gullfaks C for processing and export.,20461008,16.03.2018,17.02.2021
VISUND SØR,Status ,Production has been shut down due to low reservoir presser and high water cut ratio.,20461008,06.02.2021,17.02.2021
VOLUND,Development ,"Volund is a field in the North Sea, 10 kilometres south of the Alvheim field. The water depth is 120 metres. Volund was discovered in 1994, and the plan for development and operation (PDO) was approved in 2007. The field was developed with a subsea template including four horizontal subsea production wells and one injection well tied to the Alvheim production, storage and offloading vessel (FPSO). Production started in 2009. An additional subsea template was installed later.",4380167,26.02.2020,17.02.2021
VOLUND,Reservoir ,"Volund produces oil from Paleocene sandstone in the Hermod Formation. The deposit is a unique injectite trap. The sand was remobilised in the early Eocene and injected into the overlying Balder Formation. The reservoir lies at a depth of 2,000 metres and has excellent quality. ",4380167,25.04.2019,17.02.2021
VOLUND,Recovery ,The field is produced with significant pressure support from the aquifer and with injection of produced water delivered from the Alvheim FPSO.,4380167,16.03.2018,17.02.2021
VOLUND,Transport ,"The well stream is routed by pipeline to the Alvheim FPSO. The oil is offloaded to shuttle tankers, and the associated gas is transported to the Scottish Area Gas Evacuation (SAGE) pipeline system and further to St Fergus in the UK.",4380167,26.02.2020,17.02.2021
VOLUND,Status ,Additional wells drilled on the Volund field in 2017 and 2019 have resulted in significantly increased production. Water cut on the field is increasing.,4380167,26.02.2020,17.02.2021
VOLVE,Development ,"Volve is a field in the central part of the North Sea, five kilometres north of the Sleipner Øst field. The water depth is 80 metres. Volve was discovered in 1993, and the plan for development and operation (PDO) was approved in 2005. The field was developed with a jack-up processing and drilling facility. The vessel ""Navion Saga"" was used for storing stabilised oil. Production started in 2008. ",3420717,25.04.2019,17.02.2021
VOLVE,Reservoir ,"Volve produced oil from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir is at a depth of 2,700-3,100 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain. ",3420717,25.04.2019,17.02.2021
VOLVE,Recovery ,The field was produced with water injection for pressure support.,3420717,16.03.2018,17.02.2021
VOLVE,Transport ,The oil was exported by tankers and the rich gas was transported to the Sleipner A facility for further export.,3420717,16.03.2018,17.02.2021
VOLVE,Status ,The field was shut down in 2016 and the facility was removed in 2018.,3420717,11.02.2020,17.02.2021
YME,Development ,"Yme is a field in the southeastern part of the Norwegian sector of the North Sea, 130 kilometres northeast of the Ula field. The water depth is 100 metres. The field comprises two separate main structures, Gamma and Beta, which are 12 kilometres apart. Yme was discovered in 1987, and the plan for development and operation (PDO) was approved in 1995. Yme was originally developed with a jack-up drilling and production platform on the Gamma structure and a storage vessel. The Beta structure was developed with a subsea template. Production started in 1996. In 2001, production ceased because operation of the field was no longer regarded as profitable. Yme was the first field on the Norwegian continental shelf to be considered for redevelopment after being shut down. The PDO for a redevelopment was approved in 2007. The development concept was a new mobile offshore production unit (MOPU). Due to structural deficiencies and the vast amount of outstanding work to complete the MOPU, it was decided to remove it from the field in 2013. The MOPU was removed in 2016 in accordance with the authorities&#146 formal disposal resolution. In March 2018, an amended PDO for the redevelopment of Yme was approved. The PDO includes a leased jack-up rig equipped with drilling and production facilities, a subsea template on the Beta structure, and reuse of existing facilities on the field. The plan is to reuse the nine wells pre-drilled in 2009-2010 and to drill seven additional wells.",43807,26.02.2020,17.02.2021
YME,Reservoir ,"The reservoir contains oil in two separate main structures, Gamma and Beta. The structures comprise six deposits. The reservoirs are in sandstone of Middle Jurassic age in the Sandnes Formation, at a depth of 3,150 metres. They are heterogeneous and have variable reservoir properties. ",43807,25.04.2019,17.02.2021
YME,Recovery ,The field will be produced by pressure support from partial water injection and water alternating gas (WAG) injection. ,43807,25.04.2019,17.02.2021
YME,Transport ,The oil will be transported with tankers and the gas will be reinjected.,43807,25.04.2019,17.02.2021
YME,Status ,The field is under redevelopment.,43807,09.07.2020,17.02.2021
YTTERGRYTA,Development ,"Yttergryta is a field in the Norwegian Sea, 33 kilometres east of the Åsgard B platform. The water depth is 300 metres. Yttergryta was discovered in 2007, and the plan for development and operation (PDO) was approved in 2008. The field was developed with a subsea template connected to the Åsgard B platform via the Midgard X template. Production started in 2009.",4973114,11.02.2020,17.02.2021
YTTERGRYTA,Reservoir ,"Yttergryta produced gas from sandstone of Middle Jurassic age in the Fangst Group. The reservoir is at a depth of 2,400-2,500 metres. ",4973114,25.04.2019,17.02.2021
YTTERGRYTA,Recovery ,The field was produced by pressure depletion.,4973114,11.04.2017,17.02.2021
YTTERGRYTA,Transport ,"The gas was transported to the template Midgard X and further to the Åsgard B facility for processing. The gas from Yttergryta had a low CO2 content, making it suitable for dilution of CO2 in the Åsgard Transport System (ÅTS). ",4973114,25.04.2019,17.02.2021
YTTERGRYTA,Status ,"Production ceased in 2011 because of water breakthrough in the gas production well. An attempt to restart production in 2012 failed, and the field was shut down. The facility on Yttergryta is disconnected from the Midgard X template and will be decommissioned at the same time as the Åsgard facilities.",4973114,11.02.2020,17.02.2021
